# Layer-2 SF6 industrial point sources. Pull date 2026-06-03.
# US = EPA GHGRP (Envirofacts); EU = E-PRTR via EEA discodata [IED].[latest], SF6/AIR.
# GAP: China (~57% of global SF6) and most of Asia have no facility-level reporting.
facility_name,country,lat,lon,sf6_tonnes_yr,year,source_dataset,sector,notes
International Paper - Columbus Mill,US,33.360815,-88.458046,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
Graphic Packaging International - Augusta,US,33.3286,-81.9537,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
International Paper ROME LINERBOARD MILL,US,34.253386,-85.329071,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
International Paper - Valliant Mill,US,33.997523,-95.112446,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
International Paper-Riverdale Mill,US,32.425,-86.8694,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
AMERICAN CRYSTAL SUGAR - MOORHEAD,US,46.903056,-96.759722,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,S,TT"
American Crystal Sugar Company - Drayton,US,48.591667,-97.175,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,S,TT"
International Paper Ticonderoga Mill,US,43.8914,-73.3961,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",US,30.14132,-85.620906,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
BIG SPRING REFINERY,US,32.269104,-101.417673,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,TT,Y"
GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,US,32.214902,-88.008359,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
GEORGIA-PACIFIC PORT HUDSON LLC,US,30.646996,-91.265322,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,TT"
GEORGIA PACIFIC CONSUMER OPERATIONS LLC,US,29.681083,-81.680217,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
Phoenix Paper Wickliffe LLC,US,36.9461,-89.0792,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,PP,TT"
GEORGIA-PACIFIC Crossett Paper Operations,US,33.13607,-91.96705,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
WINNEBAGO COUNTY SUNNYVIEW LANDFILL,US,44.08601,-88.549349,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,HH,TT"
International Paper-Riegelwood,US,34.3528,-78.2028,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
Ahlstrom Mosinee LLC,US,44.7887,-89.6943,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
WATER QUALITY CENTER,US,44.42328,-89.831663,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,TT"
Eastman Chemical - Texas Operations,US,32.4472,-94.6917,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,D,TT,X"
GEORGIA-PACIFIC CONSUMER Operations LLC - SAVANNAH RIVER MILL,US,32.297817,-81.190961,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,TT"
WRB Refining LP Wood River Refinery,US,38.8375,-90.0675,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,P,PP,TT,Y"
GEORGIA PACIFIC MONTICELLO LLC,US,31.621457,-90.079369,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
"WestRock CP, LLC - Seminole Mill (Formerly Smurfit-Stone)",US,30.42,-81.604167,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,TT"
Packaging Corporation of America,US,35.0442,-88.2652,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
International Paper - Georgetown Mill,US,33.364166,-79.303279,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
Chemours Belle Plant,US,38.2431,-81.556,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,TT"
"ALABAMA RIVER CELLULOSE, LLC",US,31.580112,-87.490073,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
"West Rock Mill Company, LLC",US,32.453775,-87.977104,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
LEAF RIVER CELLULOSE LLC,US,31.244429,-89.045353,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
WAUNA MILL,US,46.157035,-123.407836,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
"Riceland Foods, Inc. - Landfill",US,34.51247,-91.564472,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
Cowlitz County Headquarters Landfill,US,46.248725,-122.778109,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,TT"
"WestRock CP, LLC - Stevenson Mill",US,34.864542,-85.787834,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
Cosmopolis Pulp Mill,US,46.953543,-123.761737,,,EPA GHGRP (Envirofacts),industrial,"subparts=AA,C,TT"
GrafTech Advanced Graphite Materials LLC,US,35.64279,-87.0437,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,TT"
DSM Nutritional Products,US,33.730841,-79.805202,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,TT"
Georgia-Pacific Broadway LLC,US,44.5059334,-88.1299374,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
"Magnesium Products of America, Inc",US,42.52464,-84.65003,0.024,2018,EPA GHGRP (Envirofacts),industrial,subparts=T
"Tomahawk Land Company LLC, Vinland Landfill",US,44.1049,-88.54345,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
Seminole San Andres Unit,US,32.754733,-102.693432,,,EPA GHGRP (Envirofacts),industrial,subparts=RR (RPT)
"Spartan Light Metal Products, Inc.",US,38.120564,-89.694121,5.443,2023,EPA GHGRP (Envirofacts),industrial,"subparts=C,T"
"Neaton Auto Products Manufacturing, Inc.",US,39.73359,-84.62415,0.425,2016,EPA GHGRP (Envirofacts),industrial,"subparts=C,T"
Chicago White Metal Castings Inc,US,41.73701,-87.98919,0.341,2023,EPA GHGRP (Envirofacts),industrial,subparts=T
"Clean Harbors Buttonwillow, LLC.",US,35.401811,-119.612789,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
Camrick Unit,US,36.521,-100.8975,,,EPA GHGRP (Envirofacts),industrial,subparts=RR (RPT)
Farnsworth Unit CO2 Flood,US,36.2653,-101.026,,,EPA GHGRP (Envirofacts),industrial,subparts=RR (RPT)
MW Custom Paper LLC- Paint St Landfill,US,39.2508,-82.992,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
International Paper Franklin Landfill,US,36.672834,-76.887309,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
International Paper - Canton Landfill 5B/5C,US,35.552899,-82.832451,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
Core Energy Otsego County EOR Operations,US,45.033842,-84.511469,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,RR (RPT)"
International Paper - Erie Lowville Landfill III,US,42.036048,-79.847748,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
International Paper Former Bastrop Mill Landfill,US,32.781376,-91.90787,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
MagRetech LLC,US,41.28298,-82.88773,7.65,2023,EPA GHGRP (Envirofacts),industrial,"subparts=C,T"
International Paper Mobile Closed Landfill,US,30.751683,-88.054862,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
Advanced Magnesium Alloys Corporation,US,40.085371,-85.658666,9.138,2023,EPA GHGRP (Envirofacts),industrial,subparts=T
Continental Casting LLC,US,39.798983,-91.51461,0.742,2015,EPA GHGRP (Envirofacts),industrial,"subparts=C,T"
International Paper - Chunchula Landfill,US,30.885739,-88.195522,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
Rayonier Performance Fibers LLC - Yulee Landfill,US,30.621725,-81.547518,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
International Paper Rock Crossing Landfill,US,30.598056,-87.380556,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
MW Custom Paper LLC- Holston Landfill,US,36.507018,-82.39289,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
Vonco 5,US,46.670075,-92.238976,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
Spartan Light Metal Products,US,39.154351,-91.915761,0.235,2018,EPA GHGRP (Envirofacts),industrial,"subparts=C,T"
Kettle Falls Generating Station,US,48.614625,-118.10147,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,TT"
North Burbank Unit,US,36.82491,-96.73257,,,EPA GHGRP (Envirofacts),industrial,subparts=RR (RPT)
Red Hills Gas Processing Plant,US,32.210433,-103.521409,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,PP,RR (RPT),W"
International Paper - Roanoke Rapids Landfill,US,36.462894,-77.636997,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
Rosemount Industrial Waste Facility,US,44.749802,-93.01176,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,TT"
"SI Group, Inc.",US,33.4675,-80.881111,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,TT"
Denver Unit,US,33.00338,-102.81901,,,EPA GHGRP (Envirofacts),industrial,subparts=RR (RPT)
Shamrock Landfill Inc.,US,46.6944270551746,-92.4286839463005,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,TT"
TAC Manufacturing,US,42.2748,-84.4741,1.51,2023,EPA GHGRP (Envirofacts),industrial,subparts=T
Seminole East Field (SEF),US,32.7337999,-102.591659,,,EPA GHGRP (Envirofacts),industrial,subparts=RR (RPT)
Hobbs Field,US,32.68204,-103.14912,,,EPA GHGRP (Envirofacts),industrial,subparts=RR (RPT)
SKB Lansing Landfill,US,43.706812,-92.999888,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,TT"
Shiloh Clarksville,US,36.58149,-87.26512,0.378,2018,EPA GHGRP (Envirofacts),industrial,subparts=T
TG Missouri Corporation,US,37.747231,-89.868332,1.416,2023,EPA GHGRP (Envirofacts),industrial,"subparts=C,T"
Terves Inc,US,41.581415,-81.517464,1.99,2023,EPA GHGRP (Envirofacts),industrial,"subparts=C,T"
Campo Viejo Gas Processing Plant,US,33.149918,-102.991166,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,PP,RR (RPT),W"
30-30 Gas Plant,US,33.05188,-102.88792,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,PP,RR (RPT),W"
West Seminole San Andres Unit,US,32.72136,-102.65248,,,EPA GHGRP (Envirofacts),industrial,subparts=RR (RPT)
Petra Nova West Ranch,US,28.8020724137921,-96.626458945021,,,EPA GHGRP (Envirofacts),industrial,subparts=RR (RPT)
"Bucksport Mill, LLC",US,44.583564,-68.807274,,,EPA GHGRP (Envirofacts),industrial,"subparts=C,TT"
Haywire Landfill,US,46.001951,-86.271965,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
"Blue Flint Sequester Company, LLC",US,47.45845,-101.15156,,,EPA GHGRP (Envirofacts),industrial,subparts=RR (RPT)
SPG CO2 Bowie Facility,US,33.532369,-97.676583,,,EPA GHGRP (Envirofacts),industrial,"subparts=RR (RPT),UU"
Barnett RDC Well No. 1,US,33.182612,-97.820137,,,EPA GHGRP (Envirofacts),industrial,subparts=RR (RPT)
Avista Landfill,US,48.6001297,-118.0893892,,,EPA GHGRP (Envirofacts),industrial,subparts=TT
Apex Generating Station,US,36.4178,-114.9622,,,EPA GHGRP (Envirofacts),grid_use,"subparts=C,D,DD"
Sunrise Power Company,US,35.2097,-119.585,,,EPA GHGRP (Envirofacts),grid_use,"subparts=D,DD"
PECO Transmission and Distribution,US,39.832588,-75.424143,0.149,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Sargent Canyon Cogeneration Facility,US,35.9359,-120.8405,,,EPA GHGRP (Envirofacts),grid_use,"subparts=D,DD"
Salinas River Cogeneration Facility,US,35.9515,-120.8679,,,EPA GHGRP (Envirofacts),grid_use,"subparts=D,DD"
"Calhoun Power Company, LLC",US,33.5883,-85.9731,,,EPA GHGRP (Envirofacts),grid_use,"subparts=C,D,DD"
Austin Energy Transmission and Distribution,US,30.25898,-97.75186,0.079,2016,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Gibbons Creek Steam Electric Station,US,30.6167,-96.0778,0.063,2021,EPA GHGRP (Envirofacts),grid_use,"subparts=D,DD"
Muscatine,US,41.3917,-91.0569,0.0,2023,EPA GHGRP (Envirofacts),grid_use,"subparts=C,D,DD"
East Kentucky Power Transmission System,US,38.02152,-84.25715,0.247,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
NIAGARA MOHAWK POWER CORPORATION,US,43.05085,-76.15701,1.041,2011,EPA GHGRP (Envirofacts),grid_use,"subparts=DD,NN,W"
PSE&G,US,40.73811,-74.16993,4.666,2011,EPA GHGRP (Envirofacts),grid_use,"subparts=DD,NN,W"
FPL Transmission and Distribution System,US,26.768813,-80.101219,0.354,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
AEP Corporate SF6 Emissions,US,39.588493,-81.682523,7.602,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
The Dayton Power and Light Company - Transmission and Distribution,US,39.73021,-84.2161,0.296,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Union Power Station Switchyard,US,33.302653,-92.587913,0.037,2014,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Gila River Power Station Switchyard,US,32.975,-112.6944,0.121,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
SYCAMORE COGENERATION Facility,US,35.42686,-118.99222,0.023,2022,EPA GHGRP (Envirofacts),grid_use,"subparts=C,DD"
Kern River Cogeneration Facility,US,35.42686,-118.99222,0.003,2022,EPA GHGRP (Envirofacts),grid_use,"subparts=C,DD"
JEA Transmission & Distribution System,US,30.329906,-81.657815,0.298,2014,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Cleco Power T&D,US,31.33924,-92.41847,0.019,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
MIDWAY-SUNSET COGENERATION CO.,US,35.22663,-119.62972,0.001,2013,EPA GHGRP (Envirofacts),grid_use,"subparts=C,DD"
Galveston Bay Refinery,US,29.3775,-94.9328,0.299,2023,EPA GHGRP (Envirofacts),grid_use,"subparts=C,D,DD,MM,Y"
Bonneville Power Administration - Transmission,US,45.6616,-122.6572,2.117,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
CON EDISON - ELECTRIC TRANSMISSION & DISTRIBUTION SYSTEM,US,40.7341,-73.98868,1.917,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Orlando Utilities Commission Transmission and Distribution,US,28.53696,-81.37909,0.038,2013,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Los Angeles Refinery (LAR),US,33.82431,-118.23237,0.005,2023,EPA GHGRP (Envirofacts),grid_use,"subparts=C,DD,P,PP,Y"
Coalinga Cogeneration Facility,US,36.1807,-120.3885,,,EPA GHGRP (Envirofacts),grid_use,"subparts=C,D,DD"
BP Whiting Business Unit,US,41.6703,-87.4803,0.083,2023,EPA GHGRP (Envirofacts),grid_use,"subparts=C,D,DD,MM,P,Y"
Oklahoma Gas & Electric Co.,US,35.471181,-97.516602,0.942,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Brazos District Headquarters,US,31.472425,-97.179548,0.064,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Oncor Electric Delivery,US,32.78705,-96.80382,2.565,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Tucson Electric Power Company,US,32.16306,-110.89745,0.132,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Great River Energy,US,45.09425,-93.43626,0.409,2014,EPA GHGRP (Envirofacts),grid_use,subparts=DD
CL&P/WMECO,US,41.648374,-72.727969,0.91,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
"CenterPoint Energy Houston Electric, LLC substations",US,29.639182,-95.208525,1.261,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
INTERMOUNTAIN CONVERTER STATION,US,39.489913,-112.555141,0.149,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
TVA Transmission System,US,35.04299,-85.3093,3.224,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Idaho Power Company,US,43.61906,-116.20806,0.402,2016,EPA GHGRP (Envirofacts),grid_use,subparts=DD
East Garden City Substation,US,40.731721,-73.611541,0.067,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
CPS Energy SF6 Equipment,US,29.42243,-98.49045,0.204,2014,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Texas New Mexico Power,US,33.04887,-97.03545,2.506,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
PNM Electric Operations,US,35.12388,-106.6329,0.802,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Public Service of New Hampshire,US,42.992301,-71.463171,0.257,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
American Transmission Company,US,43.060408,-88.225005,0.196,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Clark Energy Center,US,43.17781,-75.22843,1.264,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
T&D CAROLINAS,US,35.775426,-78.638372,1.331,2011,EPA GHGRP (Envirofacts),grid_use,subparts=DD
T&D FLORIDA,US,27.77209,-82.6371,0.106,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Duke Energy Power Delivery Midwest,US,39.10036,-84.50994,0.332,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
"Northern States Power Company, A Minnesota Corporation - Subpart DD",US,44.97967,-93.26989,2.566,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Public Service Company of Colorado - Subpart DD,US,44.97967,-93.26989,1.498,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Southwestern Public Service Company - Subpart DD,US,44.97967,-93.26989,1.901,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Los Angeles Department of Water and Power - electric power transmission & distribution entity (SF6),US,34.05651,-118.24976,0.482,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
PPL Electric Utilities,US,40.608388,-75.45599,0.165,2021,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Pacific Gas and Electric Company (PG&E) - SF6 Emissions,US,37.79134,-122.39604,1.087,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
"Cogen Technologies Linden Venture, L.P.",US,40.633328,-74.212781,0.0,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Southern Company Transmission and Distribution,US,33.76466,-84.38826,1.06,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
T&D CAROLINAS WEST,US,35.5553,-82.59966,0.071,2011,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Nevada Power d/b/a NV Energy Transmission,US,36.14427,-115.22733,1.121,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
New Hampshire Transmission,US,42.888904,-70.853616,0.467,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
PacifiCorp (T&D System),US,40.768605,-111.926379,3.074,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Evergy Transmission and Distribution,US,39.04854,-95.67468,2.597,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
MidAmerican Energy Company,US,41.58758,-93.62616,0.209,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Tampa Electric Company,US,27.94,-82.45,0.636,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Atlantic City Electric,US,39.7045,-75.44724,0.045,2014,EPA GHGRP (Envirofacts),grid_use,subparts=DD
T&D Facilities,US,41.25601,-95.93718,0.081,2014,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Duke Energy Power Delivery Carolinas,US,35.22476,-80.84901,5.688,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
SCE&G Electric Power Delivery,US,33.956548,-81.047512,0.827,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Delmarva Power & Light Company,US,39.67317,-75.66861,0.353,2018,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Santee Cooper T and D,US,33.19869,-79.98041,0.46,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
ITC Transmission/Michigan Electric Transmission Company,US,42.4926,-83.44298,0.48,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
ITC Midwest,US,42.4926,-83.44298,0.029,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
New England Power Company,US,42.396463,-71.271237,0.239,2022,EPA GHGRP (Envirofacts),grid_use,subparts=DD
"LG&E and KU Energy, LLC - Subpart DD SF6",US,38.25634,-85.75418,0.173,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Arizona Public Service Company,US,33.563442,-112.089368,0.391,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Sierra Pacific Power Co d/b/a NV Energy Transmission,US,36.14427,-115.22733,0.125,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Southern California Edison,US,34.05306,-118.0818,1.805,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Duquesne Light Company,US,40.466533,-80.036721,0.518,2016,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Georgia Transmission Corporation,US,33.844,-84.24219,0.248,2016,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Pepco,US,38.89637,-76.9561,0.276,2019,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Grand River Dam Authority Transmission Headquarters,US,36.29621,-95.331165,0.285,2014,EPA GHGRP (Envirofacts),grid_use,subparts=DD
FirstEnergy Substation Group,US,41.08312,-81.51766,3.187,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Consumers Energy - Electric Asset Management,US,42.24668,-84.40311,0.307,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
LIPA T&D System,US,40.724276,-73.59322,0.28,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
OVEC\IKEC Transmission System,US,39.010117,-83.026022,0.004,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Salt River Project - T & D Equipment,US,33.447479,-111.952819,1.235,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
LCRA Transmission Services,US,30.29394,-97.78362,0.353,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
NSTAR Electric Company,US,42.34863,-71.08273,0.609,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Transmission and Distribution,US,31.75853,-106.48587,0.948,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
SAN DIEGO GAS & ELECTRIC (Entity SF6),US,32.82273,-117.14293,0.621,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
"NorthWestern Energy Electric Substations, MT",US,46.01382,-112.53437,0.71,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
"Entergy New Orleans, Inc.",US,29.95396,-90.08019,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
"Entergy Arkansas, Inc.",US,34.74475,-92.27542,1.133,2012,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Virginia Electric and Power Company,US,37.533948,-77.452741,4.461,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
"Entergy Mississippi, Inc.",US,32.298627,-90.184226,0.708,2012,EPA GHGRP (Envirofacts),grid_use,subparts=DD
"Entergy Texas, Inc.",US,30.08529,-94.09785,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
ComEd,US,41.845616,-87.985474,0.364,2014,EPA GHGRP (Envirofacts),grid_use,subparts=DD
NPPD T&D System,US,41.43107,-97.34489,0.197,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
"Entergy Louisiana, LLC.",US,30.44698,-91.18606,3.681,2012,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Anaheim Electric Distribution System,US,33.83458,-117.91401,0.097,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Seattle City Light,US,47.60443,-122.32983,0.034,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Central Maine Power Company,US,44.312562,-69.818399,0.029,2014,EPA GHGRP (Envirofacts),grid_use,subparts=DD
NIPSCO Electric Transmission,US,41.46339,-87.32624,1.637,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Biglow Switchyard,US,45.51586,-122.67514,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
PGE T&D Facility,US,45.51586,-122.67514,0.229,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
WAPA,US,39.7061,-105.1367,0.311,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
PREPA Electrical Transmission and Distribution Equiment,US,18.466224,-66.105724,2.914,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
The United Illuminating Company,US,41.258852,-73.000946,0.132,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
KCP&L T&D,US,39.09991,-94.58319,0.506,2018,EPA GHGRP (Envirofacts),grid_use,subparts=DD
"Southwest Transmission Cooperative, Inc.",US,31.95085,-110.28601,0.073,2014,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Imperial Irrigation District (SF6),US,32.84748,-115.56677,0.119,2017,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Tri-State Generation & Transmission Association Transmission System,US,39.90698,-104.99908,0.287,2016,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Colorado Springs Utilities - Transmission and Distribution System,US,38.83115,-104.82368,0.088,2014,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Puget Sound Energy T&D,US,47.61373,-122.19453,0.431,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Bandera Electric Cooperative,US,29.73201,-99.10915,0.007,2013,EPA GHGRP (Envirofacts),grid_use,subparts=DD
"Lone Star Transmission, LLC",US,30.228348,-97.861628,0.033,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Vermont Electric Power Company,US,43.66108,-72.9926,0.013,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Coyote Springs Switchyard,US,45.51586,-122.67514,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
HECO Distribution and Transmission,US,21.30042,-157.85149,0.254,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
ITC Great Plains,US,42.4926,-83.44298,0.009,2020,EPA GHGRP (Envirofacts),grid_use,subparts=DD
"ALLETE, Inc. Transmission and Distribution System",US,46.78608,-92.09926,0.087,2014,EPA GHGRP (Envirofacts),grid_use,subparts=DD
"NorthWestern Energy Electric Substations, SD",US,44.36751,-98.224,0.006,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Sunflower Electric Power Corporation,US,38.87509,-99.3331,0.052,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Baltimore Gas & Electric Company,US,39.33318,-76.75268,0.114,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Niagara Mohawk Electric,US,43.05085,-76.15701,0.605,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
PSE&G Subpart DD,US,40.73811,-74.16993,0.912,2022,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Avista Corporation,US,47.66,-117.39,0.057,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Ameren Illinois Electric,US,40.69048,-89.59244,0.302,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Ameren Missouri Electric,US,38.620785,-90.211635,0.22,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
U.S. Department of Energy Hanford Site,US,46.32095,-119.28001,,,EPA GHGRP (Envirofacts),grid_use,"subparts=C,DD,HH"
"Hatchet Ridge Wind, LLC",US,40.94812,-121.66841,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
