kg,local_id,ns,country,year,name,lon,lat,activity
1160.0,EW_EA-16614.FACILITY,UK.CAED,GB,2015,Magnesium Elektron,-2.3124935,53.52379699948706,2(e)
1170.0,061.04306.FACILITY,FR.EEA,FR,2012,Alstom Grid Products/GIS/BHT-FSA,5.900000000000001,45.68999999946335,2(f)
1200.0,8197.FACILITY,FR.CAED,FR,2015,SILEC CABLE,2.94523,48.38383999946704,2(e)(ii)
1209.0,670512002.FACILITY,IT.CAED,IT,2023,LFoundry S.R.L.,13.4258,41.9964,9(c)
1250.0,1900.FACILITY,FR.CAED,FR,2018,ETABLISSEMENT DE GRON,3.28,48.15999999946655,2(e)(ii)
1260.0,8197.FACILITY,FR.CAED,FR,2014,SILEC CABLE,2.94523,48.38383999946704,2(e)(ii)
1270.0,EW_EA-16614.FACILITY,UK.CAED,GB,2014,Magnesium Elektron,-2.3124935,53.52379699948706,2(e)
1300.0,8197.FACILITY,FR.CAED,FR,2016,SILEC CABLE,2.94523,48.38383999946704,2(e)(ii)
1300.0,P0207.FACILITY,IE.CAED,IE,2008,Intel Ireland Limited,-6.513515000000001,53.37514599948624,9(c)
1310.0,208642004.FACILITY,IT.CAED,IT,2013,STMICROELECTRONICS S.R.L. DI AGRATE BRIANZA,9.3333,45.56669999946329,9(c)
1350.0,1900.FACILITY,FR.CAED,FR,2019,ETABLISSEMENT DE GRON,3.28,48.15999999946655,2(e)(ii)
1350.0,1900.FACILITY,FR.CAED,FR,2021,PRYSMIAN,3.28,48.15999999946655,2(e)(ii)
1390.0,000000149.Facility,CH.CAED,CH,2010,DGS Druckguss Systeme AG,9.3028,47.40509999946515,2(e)(ii)
1390.0,208642004.FACILITY,IT.CAED,IT,2018,STMcroelectronics srl di Agrate Brianza,9.3333,45.56669999946329,9(c)
1410.0,070461002.FACILITY,IT.CAED,IT,2008,Stabilimento Polimeri Europa di Porto Torres (SS),8.375833,40.83194399946863,4(a)
1420.0,9988.FACILITY,FR.CAED,FR,2009,S.A.M Technologies,2.22723,44.5590999994632,2(e)(ii)
1430.0,061.04306.FACILITY,FR.EEA,FR,2009,AREVA T&D Products/GIS/BHT-FSA,5.900000000000001,45.68999999946335,2(f)
1440.0,000000149.Facility,CH.CAED,CH,2007,DGS Druckguss Systeme AG,9.3028,47.40509999946515,2(e)(ii)
1450.0,208642004.FACILITY,IT.CAED,IT,2012,STMICROELECTRONICS S.R.L. DI AGRATE BRIANZA,9.3333,45.56669999946329,9(c)
1460.0,pf-450-7047053-00000000,https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/,DE,2010,Solvay Fluor GmbH,9.17602492831967,49.22964597802314,4(b)
1510.0,000000149.Facility,CH.CAED,CH,2012,DGS Druckguss Systeme AG,9.3028,47.40509999946515,2(e)(ii)
1510.0,000000149.Facility,CH.CAED,CH,2015,DGS Druckguss Systeme AG,9.3028,47.40509999946515,2(e)(ii)
1510.0,E6_600.FACILITY,UK.LAED,GB,2011,Meridian Lightweight Technologies UK,-1.28028,53.11469999948486,2(e)(ii)
1520.0,061.04306.FACILITY,FR.EEA,FR,2013,Alstom Grid Products/GIS/BHT-FSA,5.900000000000001,45.68999999946335,2(f)
1547.0,208642004.FACILITY,IT.CAED,IT,2019,STMcroelectronics srl di Agrate Brianza,9.3333,45.56669999946329,9(c)
1560.0,208642004.FACILITY,IT.CAED,IT,2011,STMICROELECTRONICS S.R.L. DI AGRATE BRIANZA,9.3333,45.56669999946329,9(c)
1560.0,P0207.FACILITY,IE.CAED,IE,2009,Intel Ireland Limited,-6.513515000000001,53.37514599948624,9(c)
1598.7,670512002.FACILITY,IT.CAED,IT,2024,LFoundry S.R.L.,13.4258,41.9964,9(c)
1600.0,1900.FACILITY,FR.CAED,FR,2015,Etablissement de Gron,3.28,48.15999999946655,2(e)(ii)
1630.0,208642004.FACILITY,IT.CAED,IT,2016,STMcroelectronics srl di Agrate Brianza,9.3333,45.56669999946329,9(c)
1640.0,8197.FACILITY,FR.CAED,FR,2018,SILEC CABLE,2.94523,48.38383999946704,2(e)(ii)
1680.0,8197.FACILITY,FR.CAED,FR,2019,SILEC CABLE,2.94523,48.38383999946704,2(e)(ii)
1700.0,EW_EA-16614.FACILITY,UK.CAED,GB,2013,Magnesium Elektron,-2.3124935,53.52379699948706,2(e)
1750.0,1900.FACILITY,FR.CAED,FR,2014,Etablissement de Gron,3.28,48.15999999946655,2(e)(ii)
1753.474,208642004.FACILITY,IT.CAED,IT,2020,STMcroelectronics srl di Agrate Brianza,9.3333,45.56669999946329,9(c)
1820.0,072.01405.FACILITY,FR.EEA,FR,2009,AUTOLIV ISODELTA,0.11,46.61999999946409,2(e)(ii)
1850.0,EW_EA-1739.FACILITY,UK.CAED,GB,2012,Magnesium Elektron,-2.3597613,53.512607999487,2(e)
1870.0,000000149.Facility,CH.CAED,CH,2014,DGS Druckguss Systeme AG,9.3028,47.40509999946515,2(e)(ii)
1900.0,1900.FACILITY,FR.CAED,FR,2012,Etablissement de Gron,3.28,48.15999999946655,2(e)(ii)
1900.0,EW_EA-1739.FACILITY,UK.CAED,GB,2009,"Magnesium Elektron Ltd, Swinton Speciality Chemicals Plant",-2.3597613,53.512607999487,2(e)
1940.0,S00080,https://registry.gdi-de.org/id/de.by.inspire.pf.ied,DE,2019,RF360 Europe GmbH,11.60833765551296,48.12169503797353,9(c)
1950.0,1900.FACILITY,FR.CAED,FR,2013,Etablissement de Gron,3.28,48.15999999946655,2(e)(ii)
1970.0,8197.FACILITY,FR.CAED,FR,2007,SILEC CABLE,2.94523,48.38383999946704,2(e)(ii)
1990.0,EW_EA-16614.FACILITY,UK.CAED,GB,2019,Magnesium Elektron Ltd EPR/LP3536GQ,-2.3124935,53.52379699948706,2(e)
2000.0,1900.FACILITY,FR.CAED,FR,2011,Etablissement de Gron,3.28,48.15999999946655,2(e)(ii)
2030.0,061.04306.FACILITY,FR.EEA,FR,2007,AREVA GIS,5.900000000000001,45.68999999946335,2(f)
2030.0,072.01405.FACILITY,FR.EEA,FR,2010,AUTOLIV ISODELTA,0.11,46.61999999946409,2(e)(ii)
2050.0,9988.FACILITY,FR.CAED,FR,2008,S.A.M Technologies,2.22723,44.5590999994632,2(e)(ii)
2060.0,8197.FACILITY,FR.CAED,FR,2012,SILEC CABLE,2.94523,48.38383999946704,2(e)(ii)
2100.0,208642004.FACILITY,IT.CAED,IT,2017,STMcroelectronics srl di Agrate Brianza,9.3333,45.56669999946329,9(c)
2140.0,9988.FACILITY,FR.CAED,FR,2007,S.A.M Technologies,2.22723,44.5590999994632,2(e)(ii)
2180.0,000000149.Facility,CH.CAED,CH,2013,DGS Druckguss Systeme AG,9.3028,47.40509999946515,2(e)(ii)
2260.0,110292002.FACILITY,IT.CAED,IT,2007,Magnesium Products of Italy S.r.l.,7.688299999999999,45.66169999946333,2(e)
2300.0,1900.FACILITY,FR.CAED,FR,2016,Etablissement de Gron,3.28,48.15999999946655,2(e)(ii)
2320.0,072.01405.FACILITY,FR.EEA,FR,2008,AUTOLIV ISODELTA,0.11,46.61999999946409,2(e)(ii)
2340.0,06-05-122-0214127.FACILITY,DE.EEA,DE,2007,Pierburg GmbH,6.277036705416611,51.30385645038364,2(e)(ii)
2440.0,8197.FACILITY,FR.CAED,FR,2017,SILEC CABLE,2.94523,48.38383999946704,2(e)(ii)
2440.0,EW_EA-1739.FACILITY,UK.CAED,GB,2008,"Magnesium Elektron Ltd, Swinton Speciality Chemicals Plant",-2.3597613,53.512607999487,4(b)
2540.0,061.04306.FACILITY,FR.EEA,FR,2008,AREVA GIS,5.900000000000001,45.68999999946335,2(f)
2550.0,06-05-122-0214127.FACILITY,DE.EEA,DE,2008,Pierburg GmbH,6.28644970224283,51.30312170472405,2(e)(ii)
2560.0,8197.FACILITY,FR.CAED,FR,2011,SILEC CABLE,2.94523,48.38383999946704,2(e)(ii)
2580.0,EW_EA-16614.FACILITY,UK.CAED,GB,2017,Magnesium Elektron Ltd ,-2.3124935,53.52379699948706,2(e)
2730.0,pf-450-7047053-00000000,https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/,DE,2009,Solvay Fluor GmbH,9.17602492831967,49.22964597802314,4(b)
3210.0,1900.FACILITY,FR.CAED,FR,2010,Etablissement de Gron,3.28,48.15999999946655,2(e)(ii)
3480.0,10016482.Facility,SE.CAED,SE,2007,Finnveden Gjutal AB,15.83523,57.50838999951394,2(d)
3990.0,S00765,https://registry.gdi-de.org/id/de.by.inspire.pf.ied,DE,2007,"Honsel AG, Druckguss Nürnberg, Werk 1",11.06023179138181,49.43136577996746,2(e)(ii)
4000.0,1900.FACILITY,FR.CAED,FR,2009,Etablissement de Gron,3.28,48.15999999946655,2(e)(ii)
4080.0,EW_EA-1739.FACILITY,UK.CAED,GB,2010,"Magnesium Elektron Ltd, Swinton Speciality Chemicals Plant",-2.3597613,53.512607999487,2(e)
4200.0,pf-450-7047053-00000000,https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/,DE,2008,Solvay Fluor GmbH,9.17602492831967,49.22964597802314,4(b)(i)
4300.0,EW_EA-1739.FACILITY,UK.CAED,GB,2007,"Magnesium Elektron Ltd, Swinton Speciality Chemicals Plant",-2.3597613,53.512607999487,4(b)
4700.0,pf-450-7047053-00000000,https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/,DE,2007,Solvay Fluor GmbH,9.17602492831967,49.22964597802314,4(b)(i)
4860.0,EW_EA-16614.FACILITY,UK.CAED,GB,2018,Magnesium Elektron Ltd EPR/LP3536GQ,-2.3124935,53.52379699948706,2(e)
62100.0,570297-2609,IS.CAED,IS,2011,Norðurál Grundartanga,-21.773782,64.3638359995817,2(e)(i)
